IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsReligiousHate,Text,TextId
0.9241418199787566,0.389360766050778,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,"If only people would just take a step back and not make this case about them, because it wasn't about anyone except the two people in that situation.  To lump yourself into this mess and take matters into your own hands makes these kinds of protests selfish and without rational thought and investigation.  The guy in this video is heavily emotional and hyped up and wants to be heard, and when he gets heard he just presses more and more.  He was never out to have a reasonable discussion.  Kudos to the Smerconish for keeping level the whole time and letting Masri make himself out to be a fool.  How dare he and those that tore that city down in protest make this about themselves and to dishonor the entire incident with their own hate.  By the way, since when did police brutality become an epidemic?  I wish everyone would just stop pretending like they were there and they knew EXACTLY what was going on, because there's no measurable amount of people that honestly witnessed this incident, so none of us have a clue on which way this whole issue should have swung.  The grand jury were the most informed, we have to trust the majority rule was the right course of action and let it be.  Also, thank you to the 99.999% of police officers in America that actually serve & protect, even if you're a bit of a jerk when you pull me over, I respect your job and know that someone has to do it and that many people are going to pout about being held accountable to their actions.  People hate police until they need an officer or two around in an emergency.",1
0.9241418199787566,0.3318122278318339,0.4378234991142018,0.07585818002124355,0.7941296281990528,0.07585818002124355,0.07585818002124355,0.07585818002124355,Law enforcement is not trained to shoot to apprehend.  They are trained to shoot to kill.  And I thank Wilson for killing that punk bitch.,2
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.29943285752602705,0.36586440898919936,0.9241418199787566,0.07585818002124355,"
Dont you reckon them 'black lives matter' banners being held by white cunts is  kinda patronizing and ironically racist. could they have not come up with somethin better.. or is it just what white folks do to give them selves pride. 'ooo look at me im being nice for the black people' why does it always have to be about race actually the whole world is pussyfootin around for fear of being racist. its fuckin daft man.",3
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"There are a very large number of people who do not like police officers. They are called Criminals and its the reason we have police officers. The fact that Criminals do not like police officers is a testament to the good work that police officers do in protecting the public. When our children or our family are in danger, we do not hessitate to call for help, and we call the Police. Its about time people stopped complaining and started to give the Police some respect for the hard work and dedication that often requires them to put their lives on the line, to serve the public.",4
0.9241418199787566,0.09534946489910949,0.5,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,"The Arab dude is absolutely right, he should have not been shot 6 extra time. Shoot him once if hes attacking you and that would stop his attack. Shoot him twice if he's still attacking you, but six times? That is shoot to kill in my opinion. ",5
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.29943285752602705,0.07585818002124355,0.07585818002124355,0.3318122278318339,here people his facebook is https://www.facebook.com/bassem.masri.520 he has ties with isis and other terrorist groups he is a muslim extremist ,6
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.401312339887548,0.07585818002124355,"Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.",7
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.401312339887548,0.07585818002124355,I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. ,8
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,I agree with the protestor.,9
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.2177204937792774,0.07585818002124355,0.2796899653334706,0.07585818002124355,mike browns father was made to say that boooshit,10
0.9241418199787566,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.9241418199787566,0.4875026035157896,0.11920292202211755,0.11920292202211755,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,11
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.8455347349164652,0.07585818002124355,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",12
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,Masri is about as close as you can get to ISIS in America.  ,13
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.2692364414649268,0.07585818002124355,0.07585818002124355,0.07585818002124355,We all know with the chimpers there is no compassion in their mud pumping hearts. ,14
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.29943285752602705,0.07585818002124355,0.07585818002124355,0.07585818002124355,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",15
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.20668901283744173,0.07585818002124355,0.07585818002124355,0.07585818002124355,Bassem Masri is a terrorist part of isis,16
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.401312339887548,0.07585818002124355,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,17
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"I wish mr masri was dead,,",18
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",19
0.9241418199787566,0.3318122278318339,0.07585818002124355,0.07585818002124355,0.7941296281990528,0.07585818002124355,0.9241418199787566,0.07585818002124355,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",20
0.7502601055951177,0.07585818002124355,0.24048908305088887,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"I think ,he kill him",21
0.9241418199787566,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,LEGALIZE MARIJUANA! Then problems will stop,22
0.5099986668799655,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,1 word: Provocateur........,23
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.29943285752602705,0.07585818002124355,0.07585818002124355,0.07585818002124355,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,24
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.28884504042581644,0.07585818002124355,0.07585818002124355,"The legal system is inherently racist, same as this CNN reporter",25
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,26
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"lol, ""shoot to apprehend"". He is an idiot.",27
0.9241418199787566,0.07585818002124355,0.4378234991142018,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.8455347349164652,0.07585818002124355,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",28
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.36586440898919936,0.07585818002124355,0.07585818002124355,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,29
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",30
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,"stop being criminals and you wont get shot, that simple",31
0.6813537337890254,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.11920292202211755,I LIKE TURTLES!,32
0.7824497764231126,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.18839086342931421,0.07585818002124355,0.07585818002124355,0.07585818002124355,Massri needs an education.,33
0.9241418199787566,0.11920292202211755,0.11920292202211755,0.11920292202211755,0.9241418199787566,0.11920292202211755,0.11920292202211755,0.11920292202211755,CNN mother fuckers....fuck you peace of shit!,34
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.21015356750795788,0.292556491154151,0.07585818002124355,0.07585818002124355,0.07585818002124355,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",35
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.29943285752602705,0.07585818002124355,0.07585818002124355,0.07585818002124355,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,36
0.9241418199787566,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,0.09534946489910949,How do these childish cops sleep at night ?,37
0.9241418199787566,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,0.07585818002124355,A completely idiot having his minutrs of fame,38
